"text","target"
"This has led to frustration and anger after the many years of loyal service.",-0.2888888888888889
"My brother is the only person I would say is lazy.",-0.7126436781609194
"The project was never finished and I felt gutted and disturbed.",-0.5444444444444444
"If there was the option to not make an effort, they wouldn't.",-0.7741935483870969
"I loved the fact that I had an excuse to do as little as possible!",-0.7111111111111111
"she asked me to join her at one point, but i was unable to.",-0.1839080459770115
"I honestly believe if the ex colleague was there we wouldn't have lasted so long on the job.",-0.3888888888888889
"She spent hours researching all the different accreditations which would be best for her.",0.7634408602150539
"My friend seemed to excel at this but eventually she gave up as she was unsuccessful earning money on the platform due to the recent surge in people working from home.",-0.5287356321839081
"I answered this call and was asked to submit some photos of my work, which I did",0.38709677419354843
"on the day i arrive at the offices and complete the interview, i felt confident all my hard work had paid off.",0.7777777777777778
"But anyway, I digress, my usual method of transportation to work is a mini bus service.",0.0
"My friend was a very good dancer and would practice for hours and hours on end every day with encouragement from her parents and was a very good dancer.",0.8505747126436782
"I really hate having lazy days and i hate days that are exhaustingly full too",-0.04301075268817204
"once we reach windsor we want to sit down as the fatigue is starting to catch up to us and we get some ice cream.",-0.053763440860215055
"However when i got my results and informed the college of them they said i didnt have the required results and that they wouldnt be offering me a place for that year.",-0.3888888888888889
"and I was staying with them for three weeks; one week of which was this trip.",0.011111111111111112
"I stretched out of bed, having to place one hand on the floor for balance with my legs anchored beneath my duvet.",0.03225806451612903
"She worked so hard for the role that she definitely deserved the promotion and everyone was happy for her as it was great that she had shown that hard work pays off in the long term and is proof that it works.",0.8817204301075269
"Richard is a good person and I have known him since secondary school, but he was lazy then and he is even lazier now.",-0.7222222222222222
"I knew my cardiovascular fitness was relatively low so I took upon the challenge of completing a marathon.",0.8279569892473119
"we have a little race to see who can get there first",0.3333333333333333
"Being a referee in football has really benefited me and I'm glad I was able to achieve my goals in doing so.",0.688888888888889
"The approaching deadline would encourage me to get going and complete this on time, everytime.",0.7126436781609194
"Achieving this goal also made me want to find other new projects to work on and gave me motivation and energy to put into my work going forward.",0.8850574712643678
"It took me longer than the 8 weeks originally proposed to be able to do 5k byt eventually I managed it.",0.5111111111111112
"One day while browsing Facebook I spotted an advert for a musical theatre dance fitness class.",0.022222222222222223
"I updated my cover letter and complied a list of people I hoped I could call upon should I need them as a reference.",0.6666666666666666
"He performed well all year contributing a number of individual performances which allowed certain games to be won which may not have been if he had failed.",0.7555555555555555
"I tried many different solutions over those years but just didnt understand enough, i always got caught in this rut of trying to push myself too much physically which honestly I just couldnt handle at the time.",-0.39999999999999997
"I also put in place a new system and word seemed to get around about how efficient I was.",0.7333333333333334
"Jill however, had real problems adapting to retired life and ended up becoming a bit of a hermit.",-0.6451612903225806
"I am tired of the upkeep of life- the endless washing, cleaning, sorting, tidying.",-0.7126436781609194
"She has said that she now wants to use the techniques she used to gain confidence in herself in her personal life so this work goal is also set to help her in all aspects of her life.",0.7111111111111111
"As a result of obtaining the masters degree, he was able to further accelerate his career and therefore his income.",0.8666666666666667
"Whatever the reason, it never felt like the right choice of degree for him.",-0.4222222222222222
"During the summer holidays we are at maximum capacity and do not get a minute rest.",0.1839080459770115
"I was called into the room and the interview began, I answered all the questions and felt that I had performed really well.",0.6555555555555556
"This caused him to fail second year for the second time and be kicked out of the university.",-0.8222222222222223
"He allowed his career to stop due to this and ended up losing his home and had to live in council property.",-0.811111111111111
"By this i think of a time where an acquaintance (someone i know moderatey well) was struggling to get a job within the career they want to pursoe and stuck in a bar job that is run poorly and they are taken advangtage of becuase of thier hard work ethic.",-0.24444444444444444
"However, in the most recent clubhouse - we had some unexpected guests turn up who we bumped into and invited them.",0.06896551724137931
"She walked around me as I sat on the chair with my hands underneath each buttock.",-0.03333333333333333
"For example, taking on extra leadership roles, joining the senior leadership team for experience, taking on other responsibilities around the workplace and supporting others in their work.",0.8444444444444444
"This was a mental block that I had to overcome, and 'better late than never' became my mantra.",0.3448275862068966
"I was able to achieve the goal of getting my undergraduate degree and then obtaining a first in my masters and straight after this I was able to get an assistant psychologist job post following my masters graduation which again was another goal ticked off my box.",0.9333333333333332
"Sometimes i met him at meetings but othertimes we worked in different places.",0.03333333333333333
"I decided after 8 weeks of expressing and bottle feeding that I would go onto formula.",0.19999999999999998
"In the morning however, I was mortified to find pots unwashed, lounge a mess!",-0.37634408602150543
"Her original plan had been to join the Army, but she had broken her collarbone in a skiing accident a few years ago and realised she would never be accepted - she even had to wait a year for surgery.",-0.367816091954023
"There is no expectation for anyone else to clean up after her, but if we want to use what is there, we would have to clean it to use which is unfair.",-0.4444444444444444
"He studied the right applicable business related courses and had support from his family who were successful business-people.",0.7011494252873564
"Eventually, we both completed all of our deliveries before time, and even though we were tired and achey afterwards, we were both happy and content that we had completed the task earlier than expected",0.7333333333333334
"During my undergraduate days, I had this friend who could fit into the title of the laziest human on earth.",-0.7311827956989246
"Furthermore, I was signed off of school for several months following an illness which meant that I ended up missing out on several subjects that would have been included in my exam.",-0.3655913978494623
"I found this process difficult and I frequently changed working locations and procrastinated in order to avoid the task.",-0.8064516129032259
"This caused some tension, as my family had to do things to care for me, and this made me feel worse about being unwell and unable to contribute in anyway - this likely retarded my recovery and actually exacerbated the situation, as I ended up in a loop of trying to help without being fully well enough to do so.",-0.5591397849462366
"The written test asked a lot of specific technical questions about the job.",0.011494252873563218
"One of my neighbours just couldn't seem to be bothered to keep his waste bins tidy outside his house, or to keep it from looking very scruffy.",-0.7222222222222222
"I asked if I could make myself a cup of tea.",0.15555555555555556
"I saw this job for a college nurse and it sounded fantastic.",0.4597701149425288
"To prepare I sacrificed a lot of spare time, two to three hours per day for nearly six months to just revise and learn the topics.",0.7419354838709676
"Whilst I definitely had the desire to see and achieve the end result, I couldn't bring myself round to actually planning and completing the work.",-0.5862068965517241
"It felt good.",0.2413793103448276
"She maybe going somewhere for recreation or just to work, but she will be away and cannot be bothered to turn off her music even when she isnt home.",-0.43333333333333335
"I know that I am being lazy and disorganised.",-0.7999999999999999
"Being active in tennis at university has led me to make lots of new friend that I might not have found through tennis.",0.6129032258064516
"She was 'adopted' i a manner of speaking, by her course leader, who had many many contacts in the theatrical and operatical world of London and more widely in the UK.",0.21505376344086022
"Who knows maybe one day they might surprise me",-0.044444444444444446
"He is indolent and does not like physical activity.",-0.6666666666666666
"Perhaps I could have done practice interviews that may have helped, or maybe not, but the situation is one of my biggest regrets in my life, as I really wanted that role, as it would have suited my needs very well, and I felt I could have done really well at it given the chance.",-0.4444444444444444
"We have a good time, joking and reminiscing about the past and of embarrassing stories.",0.14444444444444446
"He said it was a very surreal experince jumping out of a plane so high and then not being able to see the ground as it was so cloudy.",0.27586206896551724
"My friend then decided to take some time out and do some courses to improve themselves instead of jumping jobs.",0.688888888888889
"They researched how to train for a marathon and they began to train properly, twice a week.",0.7241379310344828
"I had the interview which I thought was very good.",0.4888888888888889
"I had the second interview and it was after this that I was then told that I was unsuccessful for the job.",-0.26666666666666666
"Three days later it was clear that her husband never got to it as the garden waste was still in the garden.",-0.5747126436781609
"The insurance company was willing to pay a certain amount but not all of the costs involved.",-0.011111111111111112
"I appreciated the slow down of my days, however, I'm glad things have gone back to normal now!",0.2333333333333333
"We would go out to dinner or to exhibitions.",0.13333333333333333
"Some people I have spoken to who are currently employed have said it took ten or more attempts before they found a job which wanted them, therefore I am keeping some hope and just continuiing to apply for local jobs which have a moderate interest to me.",0.5591397849462366
"I only had 3 minor faults and passed the first time.",0.37777777777777777
"I had to specifically study more for other subjects than others in order to achieve these goals mainly in Maths and Science as they were the two main corresponding subjects and even had extra tuition in order to achieve the goals and had to give up some extracurricular activities to pass.",0.5555555555555556
"I was very chuffed with what I had achieved.",0.6555555555555556
"More importantly I did not want the finished project to look rubbish, as I knew that I could ruin everything and it would all be a waste of money.",0.1954022988505747
"She managed to work hard since the pandemic on finishing the thesis, including speaking at confernces online, and I was there to help with moitvation and encouragement of seeing it through to the end, despite her wanting to stop and finish early.",0.5777777777777778
"I did nothing for these 3 weeks, I tried to hike along the hills",-0.367816091954023
"It is understandable why she is so disappointed in not receiving the promotion.",-0.21505376344086022
"Not that he was a fool or misbehaved, he just genuinely struggled to learn topics that the rest of us found easy or straight-forward.",-0.25806451612903225
"Certainly none of the friendships he made were strong enough for him to spend time with these people now that he has graduated.",-0.3444444444444445
"I feel frustrated and stuck.",-0.6
"To distract from my laziness I would go out drinking multiple times a week and wake up so hungover that all of these issues were multiplied for the day.",-0.8279569892473119
"Fast forward a few years and his singing voice got better.",0.5376344086021505
"He wouldn't think to do it himself, and that itself is a bit like laziness to me.",-0.6666666666666666
"We only had 2 weeks before the event and given previous parties we knew people were expecting a lot more than what they had got.",-0.15053763440860216
"and lily (plus cat and dog) all sprawled out like the lazy beings they were.",-0.6222222222222222
"so she wasn't in so much of a rush travelling, which gave her 3 hours to do activities outside of work before she had to be at the kids house.",0.17777777777777778
"My Father in Law decided to turn his life around throughout the Covid 19 Pandemic, after gaining a large amount of weight from being unhappy.",0.688888888888889
"I had a difficult team to manage who were resistant to change, however, I wanted to make changes and make improvements to the service, which I pushed through.",0.7204301075268816
"When I first knew him, his wife was still alive.",-0.053763440860215055
"There is always tomorrow to finish the task.",-0.4888888888888889
"He took part in the race as he had planned and received a silver medal for his category for all of his efforts.",0.7333333333333334
"so he really did have to fight to get in in the end",0.38709677419354843
"I get used to resting a lot because of my illnesses and it is too easy to sit down and be lazy.",-0.6206896551724138
"We knew we had a few bits and bobs to do on the morning.",0.13333333333333333
"Towards the end of July I asked her how she was getting on with the money for her car insurance.",0.03225806451612903
"I knew someone once who wanted to go to university and worked very very hard to do it.",0.7666666666666666
"He trained so hard for years until he eventually was able to complete marathons and even triathlons too.",0.8390804597701149
"Throughout this time I stayed in contact with him on and off.",0.11827956989247312
"He didn't even actually need to speak to my aunt, but that's fine.",-0.1111111111111111
"She told me that she would rather feel low and sad and cry all the time that feel absolutely nothing",-0.6333333333333333
"I also managed to lose around 2.5 stones in weight.",0.5913978494623656
"In 2019 i got my first interview after i graduated from the University .",0.35555555555555557
"This takes a lot of dedication from the swimmer and the parents giving them the taxi service to training and swim meets / galas.",0.5698924731182796
"I sat in the living room and watched some TV before deciding what to eat for dinner.",-0.13333333333333333
"He pretty much thought he had it in the bag, and so did everybody else seen as though he did the job pretty well on a day to day basis.",0.43010752688172044
"A woman I work with is very good at her job.",0.41111111111111115
"Outside of the museum she was also very active in the local community.",0.632183908045977
"Whilst i was being pampered the amazing room dresser was arranging the rooms downstairs with the surprise colour scheme for the groo, Aston Villa colours.",0.09195402298850575
"My friend, who works with primary and secondary schools providing sports events was unable to do their job for the majority of the pandemic.",-0.3225806451612903
"My daughter was born full term and spent a few hours at hospital when she was born then we were allowed home.",-0.03333333333333333
"She picked up her clothes and walked around me, her breasts inches from my face, her hand stroked my face as she moved to position herself behind me.",0.07777777777777778
"I ended up not asking for one and not getting one unlike many of my peers.",-0.5222222222222223
"Unfortunately the interview was very different to what I was expecting.",-0.17777777777777778
"He was never a manager but worked there a long time though he had some good skills and also a lot of experience.",0.37777777777777777
"I'm thinking of a particular friend whose main goal was to have two children and start a family.",0.27586206896551724
"They saw great potential in my friend and decided to offer them a job within their company.",0.6222222222222222
"By this time I was quite tired and hot.",-0.26666666666666666
"I am not a very active person so it was never something I did with him.",-0.7000000000000001
"She has a husband and two children the same age as mine who are good friends and we have become good friends over the years because we all share interests.",0.2222222222222222
"Gyms were closed and my bike needed to be repaired which meant there was only one real option for exercise and that was running.",0.37777777777777777
"I personally see this as laziness, however i am a very ambitious person and constantly want to strive for more, for a better life, better work, more money.",0.6555555555555556
"All the effort I had put in and the time and energy had all been for nothing.",-0.5517241379310345
"I was hungry and thirsty after my journey-",0.022222222222222223
"I have a vague memory of then being taught how to float face down but that wasn't the most effective way of being able to swim.",-0.1111111111111111
"They realised it was up to them to make something of themselves as no other human being was going to run their lives for them.",0.7111111111111111
"I planned everything as though it was a certain that i would get the results.",0.5287356321839081
"He was incredibly lazy and selfish.",-0.8444444444444444
"We finally found are boat when we went to look at another boat which turned out to need to much reovation.",0.022222222222222223
"The irony is that they had a dishwasher but he would just pile everything in the kitchen sink or leave it where he had finished with it.",-0.7888888888888889
"He also fell for this and lost money.",-0.5666666666666667
"After a very busy few months of getting up early before work to participate and learn in the bootcamp followed by working all day I managed to complete and pass the bootcamp with a series of projects under my belt.",0.8390804597701149
"The most glaring example being that I wanted to make a feature length film.",0.18888888888888888
"We decided to approach him again to ask if he could take the garden waste to the local recycling centre.",0.14444444444444446
"I was allocating tasks to everybody who was on shift, which is one of the first jobs of the day.",0.47126436781609193
"She studied non-stop over a period of months and asked for support from those around her.",0.7888888888888889
"One of my biggest regrets in life is being unsuccessful with an area of my work and study.",-0.5053763440860215
"I have now accepted one of the roles and I am looking forward to starting with a new company as an Insight Analyst in just 3 weeks time.",0.6206896551724138
"It was a probate sale and therefore could take time to exchange contracts.",-0.053763440860215055
"He then increased the distance each week and soon he was doing multiple laps of the park and then going on the local streets.",0.6777777777777777
"I was talking to the friend outside of class, when she brought up the presentation.",0.022988505747126436
"He didn't immediately tell anyone and so when I found out I felt very bad that he'd kept that and it must have been tough.",-0.13978494623655915
"When we first moved into our new house, there was a lot of renovation work and decorating to be done.",0.22580645161290322
"I remember she also smashed a favourite wine glass.",-0.12222222222222222
"My PE teacher also encouraged me to undertake this as I had shown significant activity where I could blitz past the rest of the field in the playground whilst playing football.",0.6344086021505376
"and I was sure that I had done very well in the written exams.",0.5555555555555556
"We went to a sixth form college in Brighton in England.",0.08045977011494253
"This was frustrating as I knew that I could have done better if only I had tried harder.",-0.14444444444444446
"If I'm still trying then maybe there is still a chance of some success, however small.",0.5517241379310345
"I was not a very good player, but I tried my best.",0.3666666666666667
"Their idea of an 'easy life' is costing them dearly, and everyone can see it but them.",-0.5806451612903226
"My oldest daughter loves to keep up her appearance and she keeps herself in fit condition by staying active by running and playing field hockey.",0.7444444444444445
"One such time of mine was a simple walk in one of London's great parks.",0.10344827586206896
"She was digging out some summer plants from a flower bed and some garden pots which had all finished flowering and replacing them with wall flowers and winter pansies.",0.3118279569892473
"but I don't see things changing any time soon.",-0.5666666666666667
"About 3 years ago, I had a health scare and this really made re evaluate what was important in my life and helped me set goals to achieve what I wanted to.",0.6333333333333333
"Each monday night at the club there is a ladies mix in which just gives the ladies a chance to practice with each other and have some friendly games.",0.13978494623655915
"As she was going slowly down the hill and was turning the corner the car started to slide and she couldn't stop it and unfortunately she crashed into the street sign with quite a bang.",-0.24731182795698925
"Yes I've been physically lazy, lazy in checking in it's those people I hold dear but I ave not been mentally lazy.",-0.6236559139784946
"Unfortunately some other people on the yard thought she would not load and in fact decided to lunge another horse in a pen alongside the lorry.",-0.19354838709677422
"He failed to shoot various targets at the same time and did not fixate on one company.",-0.5555555555555556
"She said the best advise she could give me was to not think about weight or losing weight but just to focus on feeling good inside yourself and being a really active person and living a very active lifestyle is a brilliant and great way to make you feel good, help with your mental health and physical health too.",0.7555555555555555
"This led to me becoming more and more quiet, shy and lacking in confidence.",-0.6777777777777777
"I was previously employed in to a family business as a credit controller in the industry of construction.",0.14444444444444446
"Her other friends and family were really disappointed that they were not able to see her anymore.",-0.22580645161290322
"This was a time at work where i had worked hard in order to gain a promotion.",0.7956989247311829
"It all started several years ago when I worked with this person.",0.0
"I spent the next year learning the job more, asking questions, completing additional task to expand my skill set.",0.7701149425287356
"However, I couldn't see the point of sorting the mess.",-0.6777777777777777
"Nowadays, there is not a time you will not see him actively training towards this goal.",0.5666666666666667
"They could easily just have one person talking and the other taking notes instead.",-0.07526881720430108
"but Laura was convicted of fraud for giving additional discounts to random people in a store she worked in - this amounted to over Â£2000 and it seems they wanted to make an example of her.",-0.3
"and I had to justify to our line manager why we were behind target.",-0.2111111111111111
"She had to change careers and fields and had little knowledge of this topic.",-0.0574712643678161
"On the other hand my youngest doesn't follow her older sister and keeps her room nice and orderly.",0.41111111111111115
"Normally on the first day of the holiday I would be happy just lazing by the pool and doing nothing.",-0.44086021505376344
"There were several tasks that I needed to do yesterday",-0.19999999999999998
"I don't see the point in working all hours of the day to earn money for other people.",-0.5632183908045977
"This would frustrate me slightly as I would see it as lazy when he could potentially be helping out around the house a bit more.",-0.3888888888888889
"I reckon that the consequence of this is that I was to be on a sinking ship I would just wait until I could just walk into it!",-0.4597701149425288
"The phone interview went really well, very simple questions were being asked and i answered them in a confident and timely manner.",0.6333333333333333
"she wasn't very easy to be around at that point, but i tried to boost her confidence and help her vent her feelings.",0.05555555555555555
"However when moving on from these early positions and looking to climb the ladder and move into higher positions including management there was a lack of formal management qualifications.",-0.08888888888888889
"I asked my son if he fancied doing it and he did, so we both went down to the beach and hired out a double kayak for sixty minutes.",0.5172413793103449
"I applied for a job recently and everything was against me to get this job.",-0.3666666666666667
"My friend has been trying to pass her driving test for the last few years.",0.0574712643678161
"He would make these characters in his games and really get sucked in as though it was his real life.",-0.1724137931034483
"Only last night she was over here asking me to help her apply for a job she had found and was struggling to attach her CV to the application.",-0.12903225806451613
"Teachers were less than supportive and as a result, their grades did suffer.",-0.5632183908045977
"Also with so many good TV shows around it really is hard to resist being lazy and to catch up with the shows and relax a lot.",-0.6222222222222222
"It was disgusting, if she had of been ill, or working all the hours I could of understood it and sympathized with her, offered to help - but she just couldn't be bothered, I didn't and don't understand it.",-0.7666666666666666
"we got to the park and i was told i didnt have to pay for anything.",-0.02150537634408602
"This resulted in me getting out of breath easily, feeling generally run down and gaining a very low self esteem.",-0.6777777777777777
"As the weather here in the UK was warm and hot for many weeks to come i wanted to design something for a garden.",0.44086021505376344
"I have a quite stressful job which in shows that I am constantly on the go.",0.08888888888888889
"In the year before she was meant to graduate high school, she was leading a youth mission trip.",0.5
"We all know she will do any amazing job and she has alot of love and support from so many people already.",0.7333333333333334
"One of the most challenging tasks I undertook, leading a team of people, was to reduce the numbers of patients waiting for routine surgery, such as hip and knee replacements.",0.6666666666666666
"I have never been a very active person.",-0.6091954022988506
"As I was leaving the house the phone rang.",0.0
"She joined the ""less"" group - these were the shorter rides.",-0.3218390804597701
"Overall it was a very stressful year not even thinking about all the societal changes happening outside of work (restrictions etc).",-0.2777777777777778
"Initially I thought I would just read for 20 minutes or so then go and get on with clearing the shed.",0.10752688172043011
"However, my attempt was obviously unsuccessful as my mother-in-law asked me not to change the subject and continued questioning my wife.",-0.32222222222222224
"It got to the point that even though this person was brainy and still is, it is unlikely that this person will further their education as they are too old now, they are also very conservative and not fickle, they believe that education should be done when you are younger and so would not even think about entering university or such like at the age they are at.",-0.7096774193548386
"The questions were asked of me and I had 5 seconds to think of an answer and then 2 minutes to respond to the question.",-0.011111111111111112
"We are a low income family we don't have a lot of spare money to be able to get things done we need to do, I think I had to get some decorating done but didn't have the money to do it",-0.39999999999999997
"Unfortunately, it also happened to be one of the hottest days of the year, this particular year, so despite managing his hydration, he did unfortunately have to pull out of the race as he was very close to collapsing due to the heat.",-0.26666666666666666
"We had organised a weekend away with other friends and we delegated things that each of us needed to bring and also what jobs we would do at the campsite.",0.5632183908045977
"I always referred to it as 'job insurance.'",-0.011111111111111112
"This man she went to school which in today's standards would've been classed as failing.",-0.5333333333333333
"At times when I struggled with the motivation or energy each day, watching their determination really motivated me.",0.4482758620689655
"He felt downbeat, frustrated, and empty after having spent a good twelve to fifteen years of his life following his dream.",-0.37777777777777777
"I was writing my dissertation for my degree and got lazy in the writing process.",-0.6333333333333333
"He looked utterly bored the entire afternoon/evening.",-0.6129032258064516
"so I lost all of my free time doing extra hours at work so that I could build up enough money to buy the things we needed for decorating, once it was all bought and I could decorate I felt very accomplished knowing that I earned the money to do it and didn't just have to borrow the money to get it done, once it was all decorated I had a lot of pride in one I had just done",0.7555555555555555
"but they appointed the promotion to somebody my friend would see as unworthy.",-0.32222222222222224
"Business started slowly.",-0.2298850574712644
"He does very little cleaning and his house tends to be untidy and quite scruffy.",-0.8222222222222223
"I am always lazy when it comes to housework.",-0.8275862068965517
"So I ended up staying in that tent for 3 weeks with my radio on, and eating and basically not doing very much, which was very boring.",-0.7888888888888889
"Her partner, who I was also friends with, was staying at home to look after the house and the cats.",0.06451612903225806
"Luckily we do have a pressure washer so it is not as painful as a simple garden hose as we did only used to have that...",0.03333333333333333
"I was supplied with the bottles of water that were needed.",0.0
"I was so proud of him achieveing this after going back into education at 50 years of age.",0.7011494252873564
"They would waste energy and electricity by leaving lights on all the time and leaving their computer on even when they were out for the day.",-0.5666666666666667
"Having now been a professional footballer for around 8 years, this has clearly paid off for him - and I am sure he would agree that he has achieved his goal.",0.7011494252873564
"the next time we let them sniff each other.",-0.011111111111111112
"This kept her accountable and meant that she carried on working with the personal trainer and getting stronger and stronger.",0.7000000000000001
"She decided to take an exam which would enable her to qualify in data protection law and revise for it in her spare time.",0.7111111111111111
"We really needed to practice in front of a mirror and I told her to use a mirror at home.",0.25806451612903225
"She has developed her strength and is now one of her personal trainer's best clients.",0.7741935483870969
"I was first introduced to tennis by my dad.",0.01075268817204301
"he became alcohol dependent and he divorced his wife leaving 2 children behind.",-0.8222222222222223
"I was pretty single-minded.",-0.1264367816091954
"She stopped coming out for social gatherings as she had to revise very hard for her exam, which was an incredibly challenging one and required a lot of mental energy and skill.",0.4597701149425288
"since i was a complete beginner i wanted to join and watch him train as he had more experience in physical fitness and i wanted to learn the ropes regarding what to do and what not to do.",0.7126436781609194
"This would involve making extensive notes on the company and trying to prepare myself for any kind of questions they throw at me.",0.4444444444444444
"It was funny.",0.022222222222222223
"Unfortunately despite all efforts she failed to conceive and was informed that there was nothing else left to try.",-0.3
"Nowadays she is leading the way inspiring others to achieve their goals.",0.8666666666666667
"I think this in the long run will make her a better driver.",0.3655913978494623
"It was about two years ago, and as his immediate supervisor at the time, I was trying to encourage him to work towards a promotion to senior grade - which involved several areas, including the completion of some project work so as to visibly demonstrate his skills and aptitude in that area.",0.4888888888888889
"I realised that either he does not like gardening or he is just lazy and since he does not clean up after himself inside the house I gather it is the latter.",-0.7888888888888889
"I wasn't bothered about getting a good grade as long as I could pass with the minimum effort required.",-0.5777777777777778
"As the interviews progressed, it became more and more clear that despite the position she was currently in, this was achievable for her.",0.6666666666666666
"The day was cloudy.",0.0
"I used to play American Football for a semi professional team, a band of brothers who would live and die for each other.",0.37777777777777777
"They never make their own food so I always have to do it for them.",-0.2528735632183908
"She submitted her application just before the end date.",-0.08045977011494253
"It means that at university I can use this skill I have learnt to make money and also to be more active.",0.7241379310344828
"It took years to achieve that.",0.40229885057471265
"My first walk involved walking down from our gite and crossing the bridge and then through the village to the bridge back up to the gite.",0.13333333333333333
"I chose to change, I wanted to succeed and getting a first class degree would be out of reach if I didn't correct my mistakes.",0.7931034482758621
"I did eventually pass however I got a lower grade than I should have done.",-0.14444444444444446
"They did say they liked her and would bear her in mind if any other positions became available, but my friend was devastated.",-0.14942528735632185
"I have a university aspect of my job to do whilst I am training as well as the competencies of my actual job role.",0.4597701149425288
"and I very much enjoy it now.",0.24444444444444444
"I woke up at 10 am, I got up and made myself a coffee before returning to bed.",-0.15555555555555556
"ok, so they're lovely when they are not being pains in the rear end.",-0.12222222222222222
"Most other people at the club have left since I was there, so it was quite tricky getting to know people again.",-0.2111111111111111
"and I didn't really have to entertain him as much.",-0.13978494623655915
"Recently I got a phone call to tell me that she was getting back with her partner which I had advised her not to as he had cheated previously, but she would not listen and he has recently moved into her home and has been behaving so far.",-0.14444444444444446
"and i set my heart on attending this course.",0.5222222222222223
"She is not one of those people who sits around and waits for opportunities to fall in to her lap, she goes out and creates the opportunities herself and actively puts herself out there.",0.9111111111111111
"My sister has great self awareness and sees what her weaknesses are and works on them.",0.7111111111111111
"and I went back to lying in bed watching rubbish on my phone.",-0.735632183908046
"His confidence grew and he joined a seasoned runner who he knew through work to go on runs together.",0.7444444444444445
"They spent a lot of time in the gym getting to know personal trainers and finding out how they got to where they were.",0.5053763440860215
"When I became pregnant with my first child I was working in a contacted 1 year job.",0.19354838709677422
"I wasn't initially aware of this",-0.09999999999999999
"I was so thrilled when the examiner said I had passed.",0.5777777777777778
"Nigel has always been someone who lacks confidence.",-0.6559139784946236
"It could be a confidence thing, or the feel of imposter syndrome, but i do feel there is an element of laziness as there would be work that needs to be done to progress.",-0.4838709677419355
"and we'd sometimes suggest things to each other what we could do or what we thought each other should or could manage to do.",0.3888888888888889
"The Judo team trained 2 days a week on Monday evenings and Friday mornings.",0.2888888888888889
"She is lazy.",-0.7241379310344828
"I have failed to find success, or a niche, or even anything similar.",-0.6666666666666666
"I was so proud of myself, and it helped me to learn to stick with things even when they are difficult.",0.7849462365591399
"For example, his unsuccessful streak appeared to start when he was made redundant from a job he had been working in for about 3 years, during the covid-19 pandemic.",-0.611111111111111
"I continued to work for the company and about two weeks later an employee got sacked in the team and his job became available.",0.13333333333333333
"I lost touch with him as I moved away from the area but we still kept in touch now and again.",0.053763440860215055
"All this was now 20 years ago and i am pleased to say that my biggest achievement was my 3 sons all went on to university and all 3 are now happily married with good jobs and i am the proud grandmother of six grandchildren.",0.6222222222222222
"I started to become more active during the class by answering teacher's questions and put up my hand whenever I don't understand something in class.",0.688888888888889
"Samara started working at her personal trainer's gym and liked it because she had to book in a time since it was such a small gym.",0.37777777777777777
"I knew they were around the house somewhere, either in a box under the bed or in the garage, but the thought of having to sort through them was causing me to avoid it.",-0.6781609195402298
"This individual would always sit in our office and do no work while others were running around and stressed.",-0.7777777777777778
"I eventually dropped out of college.",-0.7111111111111111
"I have lost friends, partners and countless days in my pursuit of idleness.",-0.7444444444444445
